District ,Mandal,Muncipality,WardName,female,male,transgender
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.10,209,109,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.11,172,71,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.12,100,46,1
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.13,311,239,1
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.14,219,126,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.15,266,170,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.16,157,57,1
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.17,309,182,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.18,340,261,1
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.19,504,357,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.2,303,191,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.20,169,112,2
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.3,431,267,1
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.4,243,157,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.5,306,201,1
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.6,179,110,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.7,195,114,
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.8,301,173,1
RANGA REDDY,HAYATHNAGAR,Pedd Amberpet,Revenue Ward No.9,239,172,1
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.1,186,123,1
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.10,276,173,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.11,192,96,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.12,146,94,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.13,63,27,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.14,13,6,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.15,15,8,1
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.16,30,22,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.17,549,342,4
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.18,31,19,1
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.19,68,46,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.2,192,118,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.20,204,111,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.3,106,57,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.4,241,166,
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.5,567,305,2
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.6,162,93,1
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.7,384,221,1
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.8,264,174,1
RANGA REDDY,IBRAHIMPATNAM,Ibrahimpatnam,Revenue Ward No.9,121,66,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.1,228,121,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.10,222,113,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.11,198,107,1
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.12,201,91,1
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.13,197,126,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.14,315,177,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.15,233,112,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.16,151,70,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.17,200,94,1
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.18,228,144,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.19,171,87,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.2,242,118,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.20,160,79,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.3,266,132,1
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.4,344,208,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.5,180,99,2
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.6,273,173,1
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.7,289,178,1
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.8,292,154,
RANGA REDDY,MEDCHAL,Medchal,Revenue Ward No.9,435,336,
RANGA REDDY,SAROORNAGAR,Badangpet,Almasguda-7,785,450,7
RANGA REDDY,SAROORNAGAR,Badangpet,Almasguda-8,298,170,3
RANGA REDDY,SAROORNAGAR,Badangpet,Almasguda-9,271,147,
RANGA REDDY,SAROORNAGAR,Badangpet,Balapur Part,1152,588,3
RANGA REDDY,SAROORNAGAR,Badangpet,Bandangpet-2,1195,711,10
RANGA REDDY,SAROORNAGAR,Badangpet,Bandangpet-3,423,257,3
RANGA REDDY,SAROORNAGAR,Badangpet,Bandangpet-4,487,299,
RANGA REDDY,SAROORNAGAR,Badangpet,Bandangpet-5,534,312,1
RANGA REDDY,SAROORNAGAR,Badangpet,Bandangpet-6,309,191,2
RANGA REDDY,SAROORNAGAR,Badangpet,Gurramguda,547,344,
RANGA REDDY,SAROORNAGAR,Badangpet,Kurmalguda,208,142,1
RANGA REDDY,SAROORNAGAR,Badangpet,Mamidipally-15,676,490,2
RANGA REDDY,SAROORNAGAR,Badangpet,Mamidipally-16,297,225,
RANGA REDDY,SAROORNAGAR,Badangpet,Nadergul ,1636,1017,6
RANGA REDDY,SAROORNAGAR,Badangpet,Venkatapur ,593,418,
RANGA REDDY,SAROORNAGAR,Badangpet,Venkatapur Part & Balapur Part ,439,287,1
RANGA REDDY,TANDUR,Tandur,Revenue Ward No  4,489,245,2
RANGA REDDY,TANDUR,Tandur,Revenue Ward No  5,754,513,1
RANGA REDDY,TANDUR,Tandur,Revenue Ward No  6,681,442,1
RANGA REDDY,TANDUR,Tandur,Revenue Ward No  7,338,229,2
RANGA REDDY,TANDUR,Tandur,Revenue Ward No  8,2154,1345,11
RANGA REDDY,TANDUR,Tandur,Revenue Ward No 1,2751,1763,10
RANGA REDDY,TANDUR,Tandur,Revenue Ward No 2,1449,925,6
RANGA REDDY,TANDUR,Tandur,Revenue Ward No 3,238,130,2
RANGA REDDY,VICARABAD,Vikarabad,Revenue Ward No  1,396,212,1
RANGA REDDY,VICARABAD,Vikarabad,Revenue Ward No  2,554,351,3
RANGA REDDY,VICARABAD,Vikarabad,Revenue Ward No  3,374,184,1
RANGA REDDY,VICARABAD,Vikarabad,Revenue Ward No  4,4290,2087,8
RANGA REDDY,VICARABAD,Vikarabad,Revenue Ward No  5,358,216,
RANGA REDDY,VICARABAD,Vikarabad,Revenue Ward No  6,37,18,
RANGA REDDY,VICARABAD,Vikarabad,Revenue Ward No  7,590,258,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.1,395,250,2
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.10,161,119,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.11,178,120,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.12,169,118,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.13,165,111,2
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.14,208,131,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.15,211,140,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.16,287,189,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.17,273,164,2
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.18,238,153,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.19,161,100,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.2,218,131,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.20,326,212,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.21,556,347,4
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.22,445,293,2
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.23,182,155,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.24,856,551,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.3,125,82,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.4,168,116,2
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.5,155,107,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.6,56,40,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.7,141,91,1
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.8,396,265,
WARANGAL,BHUPALPALLE,Bhupalapally,Revenue Ward No.9,211,147,
WARANGAL,GEESUGONDA,HANAMKONDA,HANAMKONDA,1,1,
WARANGAL,HANAMKONDA,HANAMKONDA,HANAMKONDA,2,1,
WARANGAL,JANGAON,Jangaon,Revenue Ward No  1,311,173,2
WARANGAL,JANGAON,Jangaon,Revenue Ward No  10,195,81,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No  2,324,170,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No  3,287,146,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No  4,254,99,2
WARANGAL,JANGAON,Jangaon,Revenue Ward No  5,199,81,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No  6,86,22,
WARANGAL,JANGAON,Jangaon,Revenue Ward No  7,120,27,
WARANGAL,JANGAON,Jangaon,Revenue Ward No  8,262,127,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No  9,300,137,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 11,371,190,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No 12,296,160,2
WARANGAL,JANGAON,Jangaon,Revenue Ward No 13,278,130,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 14,175,59,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 15,125,49,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 16,117,23,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No 17,124,40,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 18,152,46,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No 19,185,57,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 20,334,157,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No 21,322,149,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 22,95,29,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 23,187,79,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No 24,89,43,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 25,217,88,
WARANGAL,JANGAON,Jangaon,Revenue Ward No 26,186,65,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No 27,235,98,1
WARANGAL,JANGAON,Jangaon,Revenue Ward No 28,233,75,
WARANGAL,JANGAON,HANAMKONDA,Revenue Ward No  1,1,,
WARANGAL,MAHABUBABAD,Mahabubabad,Revenue Ward No.1,2819,1507,8
WARANGAL,MAHABUBABAD,Mahabubabad,Revenue Ward No.2,880,437,7
WARANGAL,MAHABUBABAD,Mahabubabad,Revenue Ward No.3,394,165,1
WARANGAL,MAHABUBABAD,Mahabubabad,Revenue Ward No.4,313,156,1
WARANGAL,MAHABUBABAD,Mahabubabad,Revenue Ward No.5,453,191,2
WARANGAL,MAHABUBABAD,Mahabubabad,Revenue Ward No.6,1855,943,6
WARANGAL,MAHABUBABAD,Mahabubabad,Revenue Ward No.7,691,455,2
WARANGAL,NARSAMPET,Narsampet,Ward No 1,551,241,1
WARANGAL,NARSAMPET,Narsampet,Ward No 10,51,22,1
WARANGAL,NARSAMPET,Narsampet,Ward No 11,410,217,
WARANGAL,NARSAMPET,Narsampet,Ward No 12,70,36,
WARANGAL,NARSAMPET,Narsampet,Ward No 13,68,27,
WARANGAL,NARSAMPET,Narsampet,Ward No 14,90,31,1
WARANGAL,NARSAMPET,Narsampet,Ward No 15,341,163,
WARANGAL,NARSAMPET,Narsampet,Ward No 16,345,155,
WARANGAL,NARSAMPET,Narsampet,Ward No 17,255,124,1
WARANGAL,NARSAMPET,Narsampet,Ward No 18,885,451,2
WARANGAL,NARSAMPET,Narsampet,Ward No 19,412,168,6
WARANGAL,NARSAMPET,Narsampet,Ward No 2,344,174,2
WARANGAL,NARSAMPET,Narsampet,Ward No 3,263,115,
WARANGAL,NARSAMPET,Narsampet,Ward No 4,216,108,
WARANGAL,NARSAMPET,Narsampet,Ward No 5,251,128,
WARANGAL,NARSAMPET,Narsampet,Ward No 6,280,160,1
WARANGAL,NARSAMPET,Narsampet,Ward No 7,206,111,1
WARANGAL,NARSAMPET,Narsampet,Ward No 8,47,12,
WARANGAL,NARSAMPET,Narsampet,Ward No 9,45,14,
WARANGAL,PARKAL,Parakala,Revenue Ward No.1,74,24,1
WARANGAL,PARKAL,Parakala,Revenue Ward No.10,74,22,
WARANGAL,PARKAL,Parakala,Revenue Ward No.11,75,25,
WARANGAL,PARKAL,Parakala,Revenue Ward No.12,80,28,
WARANGAL,PARKAL,Parakala,Revenue Ward No.13,196,136,
WARANGAL,PARKAL,Parakala,Revenue Ward No.14,88,58,1
WARANGAL,PARKAL,Parakala,Revenue Ward No.15,122,59,1
WARANGAL,PARKAL,Parakala,Revenue Ward No.16,136,65,
WARANGAL,PARKAL,Parakala,Revenue Ward No.17,68,27,
WARANGAL,PARKAL,Parakala,Revenue Ward No.18,133,54,2
WARANGAL,PARKAL,Parakala,Revenue Ward No.19,513,246,
WARANGAL,PARKAL,Parakala,Revenue Ward No.2,87,23,
WARANGAL,PARKAL,Parakala,Revenue Ward No.20,15,7,
WARANGAL,PARKAL,Parakala,Revenue Ward No.3,929,446,1
WARANGAL,PARKAL,Parakala,Revenue Ward No.4,373,191,
WARANGAL,PARKAL,Parakala,Revenue Ward No.5,271,128,
WARANGAL,PARKAL,Parakala,Revenue Ward No.6,58,18,
WARANGAL,PARKAL,Parakala,Revenue Ward No.7,166,84,
WARANGAL,PARKAL,Parakala,Revenue Ward No.8,193,98,
WARANGAL,PARKAL,Parakala,Revenue Ward No.9,62,39,1
WARANGAL,WARANGAL,Warangal,ALLIPURA,212,120,1
WARANGAL,WARANGAL,Warangal,AREPALLY,424,173,1
WARANGAL,WARANGAL,Warangal,AYODHYAPURAM,55,25,
WARANGAL,WARANGAL,Warangal,BATTUPALLY,70,26,1
WARANGAL,WARANGAL,Warangal,BHEEMARAM,888,376,3
WARANGAL,WARANGAL,Warangal,BOLLIKUNTA,622,340,1
WARANGAL,WARANGAL,Warangal,CHINTAGATTU,594,297,1
WARANGAL,WARANGAL,Warangal,DEVANNAPET,728,404,1
WARANGAL,WARANGAL,Warangal,DHARMARAM,941,435,1
WARANGAL,WARANGAL,Warangal,DUPAKUNTA,147,75,1
WARANGAL,WARANGAL,Warangal,ENUMAMULA,1917,992,6
WARANGAL,WARANGAL,Warangal,GADIPALLY,273,120,
WARANGAL,WARANGAL,Warangal,GOPALAPURAM,541,237,2
WARANGAL,WARANGAL,Warangal,GORREKUNTA,1117,607,2
WARANGAL,WARANGAL,Warangal,GUNDLASINGARAM,937,537,1
WARANGAL,WARANGAL,Warangal,HASANPARTHY,2770,1341,2
WARANGAL,WARANGAL,Warangal,JANPAKA,158,85,
WARANGAL,WARANGAL,Warangal,KADIPIKONDA,1332,527,3
WARANGAL,WARANGAL,Warangal,KOMATIPALLY,1070,645,2
WARANGAL,WARANGAL,Warangal,KOTHAPALLY HAVELI,251,162,2
WARANGAL,WARANGAL,Warangal,KOTHAPETA,282,126,2
WARANGAL,WARANGAL,Warangal,KUMMARIGUDEM,114,72,
WARANGAL,WARANGAL,Warangal,MADIKONDA,1748,964,6
WARANGAL,WARANGAL,Warangal,MAMNOOR,596,239,1
WARANGAL,WARANGAL,Warangal,MOGILICHERLA,710,409,
WARANGAL,WARANGAL,Warangal,MUCHERLA,413,207,1
WARANGAL,WARANGAL,Warangal,MUNIPALLY,265,194,1
WARANGAL,WARANGAL,Warangal,NAKKALAPALLY,115,50,
WARANGAL,WARANGAL,Warangal,PAIDIPALLY,1414,696,4
WARANGAL,WARANGAL,Warangal,PALIVELPULA,408,228,1
WARANGAL,WARANGAL,Warangal,PEGADAPALLY,923,531,1
WARANGAL,WARANGAL,Warangal,POTHARAJUPALLY,237,145,1
WARANGAL,WARANGAL,Warangal,RAMPUR,1201,786,1
WARANGAL,WARANGAL,Warangal,Revenue Ward No.1,5137,2312,18
WARANGAL,WARANGAL,Warangal,Revenue Ward No.10,1944,726,7
WARANGAL,WARANGAL,Warangal,Revenue Ward No.11,8575,3507,28
WARANGAL,WARANGAL,Warangal,Revenue Ward No.12,976,400,1
WARANGAL,WARANGAL,Warangal,Revenue Ward No.13,1026,434,3
WARANGAL,WARANGAL,Warangal,Revenue Ward No.14,1480,775,6
WARANGAL,WARANGAL,Warangal,Revenue Ward No.15,2547,1162,16
WARANGAL,WARANGAL,Warangal,Revenue Ward No.16,7621,3617,33
WARANGAL,WARANGAL,Warangal,Revenue Ward No.17,3097,1203,10
WARANGAL,WARANGAL,Warangal,Revenue Ward No.18,3130,1481,14
WARANGAL,WARANGAL,Warangal,Revenue Ward No.19,3142,1561,17
WARANGAL,WARANGAL,Warangal,Revenue Ward No.2,5993,2496,21
WARANGAL,WARANGAL,Warangal,Revenue Ward No.20,2805,1326,4
WARANGAL,WARANGAL,Warangal,Revenue Ward No.21,221,80,
WARANGAL,WARANGAL,Warangal,Revenue Ward No.22,2293,1165,7
WARANGAL,WARANGAL,Warangal,Revenue Ward No.23,1177,583,2
WARANGAL,WARANGAL,Warangal,Revenue Ward No.24,1916,837,6
WARANGAL,WARANGAL,Warangal,Revenue Ward No.25,3133,1282,12
WARANGAL,WARANGAL,Warangal,Revenue Ward No.3,3915,1614,10
WARANGAL,WARANGAL,Warangal,Revenue Ward No.4,1604,751,9
WARANGAL,WARANGAL,Warangal,Revenue Ward No.5,2384,1001,15
WARANGAL,WARANGAL,Warangal,Revenue Ward No.6,945,398,3
WARANGAL,WARANGAL,Warangal,Revenue Ward No.7,1842,907,8
WARANGAL,WARANGAL,Warangal,Revenue Ward No.8,705,316,
WARANGAL,WARANGAL,Warangal,Revenue Ward No.9,1050,412,3
WARANGAL,WARANGAL,Warangal,SINGARAM,524,301,1
WARANGAL,WARANGAL,Warangal,STAMBAMPALLY,462,239,3
WARANGAL,WARANGAL,Warangal,TARALAPALLY,452,235,
WARANGAL,WARANGAL,Warangal,TEKULAGUDEM,49,31,
WARANGAL,WARANGAL,Warangal,THIMMAPUR HAVELI,865,403,1
WARANGAL,WARANGAL,Warangal,UNIKICHERLA,637,345,1
WARANGAL,WARANGAL,Warangal,VANGAPAHAD,1172,611,2
WARANGAL,WARANGAL,Warangal,VASANTHAPUR,264,129,
WARANGAL,WARANGAL,Warangal,YELLAPUR,348,167,
